Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
AEE,Ameren Corporation Common Stock,$78.80,0.26,0.331%,19964382274.00,United States,,3001517,Public Utilities,Power Generation
AGR,Avangrid Inc. Common Stock,$47.95,0.22,0.461%,14834367788.00,United States,2015,1047875,Public Utilities,Electric Utilities: Central
ALE,Allete Inc.,$68.41,0.06,0.088%,3565298590.00,United States,,1063552,Public Utilities,Power Generation
AM,Antero Midstream Corporation Common Stock,$8.88,0.35,4.103%,4234933920.00,United States,2017,6733803,Public Utilities,Natural Gas Distribution
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,$13.70,0.15,1.107%,45660223538.00,Mexico,,1074,Public Utilities,Telecommunications Equipment
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,$13.87,0.10,0.726%,46226810254.00,Mexico,,3082595,Public Utilities,Telecommunications Equipment
AQN,Algonquin Power & Utilities Corp. Common Shares,$15.61,0.06,0.386%,9345389789.00,,2016,2569100,Public Utilities,Electric Utilities: Central
ATO,Atmos Energy Corporation Common Stock,$94.09,0.56,0.599%,12058639793.00,United States,,1945837,Public Utilities,Oil/Gas Transmission
AVA,Avista Corporation Common Stock,$46.33,1.26,2.796%,3208993476.00,United States,,1169607,Public Utilities,Power Generation
AVYA,Avaya Holdings Corp. Common Stock,$30.73,0.48,1.587%,2578339159.00,,,1539049,Public Utilities,Telecommunications Equipment
AWK,American Water Works Company Inc. Common Stock,$138.36,-0.64,-0.46%,25103935322.00,United States,2008,2216400,Public Utilities,Water Supply
AWR,American States Water Company Common Stock,$73.69,0.68,0.931%,2719029316.00,United States,,901149,Public Utilities,Water Supply
BCE,BCE Inc. Common Stock,$45.36,-0.02,-0.044%,41030801865.00,Canada,,1470556,Public Utilities,Telecommunications Equipment
BEP,Brookfield Renewable Partners L.P. ,$39.67,-0.07,-0.176%,10902840359.00,,,823111,Public Utilities,Electric Utilities: Central
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,$44.27,-0.15,-0.338%,7623376608.00,,2020,2711088,Public Utilities,Electric Utilities: Central
BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,$70.09,0.96,1.389%,3154050000.00,,2020,516243,Public Utilities,Oil & Gas Production
BKH,Black Hills Corporation Common Stock,$67.08,1.14,1.729%,4212254389.00,United States,,1699854,Public Utilities,Electric Utilities: Central
CHT,Chunghwa Telecom Co. Ltd.,$38.82,-0.06,-0.154%,30114409254.00,Taiwan,,285973,Public Utilities,Telecommunications Equipment
CIEN,Ciena Corporation Common Stock,$55.42,0.17,0.308%,8590283551.00,United States,1997,1817199,Public Utilities,Telecommunications Equipment
CIG,Comp En De Mn Cemig ADS American Depositary Shares,$2.25,0.09,4.167%,9011635018.00,Brazil,,12330138,Public Utilities,Electric Utilities: Central
CMS,CMS Energy Corporation Common Stock,$58.35,0.32,0.551%,16859844706.00,United States,,6262980,Public Utilities,Power Generation
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,$22.26,0.32,1.459%,12278191635.00,United States,,9138781,Public Utilities,Electric Utilities: Central
CPK,Chesapeake Utilities Corporation Common Stock,$118.11,2.12,1.828%,2063750676.00,United States,,215183,Public Utilities,Oil & Gas Production
CWEN,Clearway Energy Inc. Class C Common Stock,$26.53,0.43,1.648%,5351437533.00,United States,2015,4394553,Public Utilities,Electric Utilities: Central
CWT,California Water Service Group Common Stock,$53.60,0.03,0.056%,2698653497.00,United States,,937702,Public Utilities,Water Supply
D,Dominion Energy Inc. Common Stock,$73.35,-0.15,-0.204%,59094291069.00,United States,,9090193,Public Utilities,Electric Utilities: Central
DCP,DCP Midstream  LP Common Units ,$23.53,0.50,2.171%,4902718118.00,United States,,1760958,Public Utilities,Natural Gas Distribution
DTE,DTE Energy Company Common Stock,$129.93,-0.06,-0.046%,25177015152.00,United States,,2170179,Public Utilities,Electric Utilities: Central
DUK,Duke Energy Corporation (Holding Company) Common Stock,$92.72,0.39,0.422%,71270487138.00,United States,,11280736,Public Utilities,Power Generation
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),$6.09,-0.04,-0.653%,9554789242.00,,2016,1109328,Public Utilities,Electric Utilities: Central
ED,Consolidated Edison Inc. Common Stock,$72.30,0.08,0.111%,24756905413.00,United States,,5562615,Public Utilities,Power Generation
EIX,Edison International Common Stock,$59.47,0.91,1.554%,22558849955.00,United States,,6412509,Public Utilities,Electric Utilities: Central
ELP,Companhia Paranaense de Energia (COPEL) Common Stock,$1.31,0.04,3.15%,35848854125.00,Brazil,,38911826,Public Utilities,Electric Utilities: Central
ENBL,Enable Midstream Partners LP Common Units representing limited partner interests,$6.75,0.08,1.199%,2940113943.00,,2014,1947378,Public Utilities,Natural Gas Distribution
ENIA,Enel Americas S.A. American Depositary Shares,$8.30,0.14,1.716%,12630327626.00,Chile,,1059820,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),$3.90,-0.08,-2.01%,5394991462.00,,2016,637487,Public Utilities,Electric Utilities: Central
